"","States","total_count","filtered_count","total_percentage","filtered_percentage","table","fold_change"
"213","12_EnhBiv",19686,5004,2.40149901553911,27.690775275303,"E043",11.5306211229434
"214","13_ReprPC",30885,5490,3.76766723026138,30.3801671185878,"E043",8.06338916414341
"215","14_ReprPCWk",93294,470,11.3809534265826,2.60085219412318,"E043",0.228526740830723
"216","15_Quies",279662,100,34.116022436437,0.553372807260251,"E043",0.016220320182145
"217","1_TssA",79459,1519,9.69321905291691,8.40573294228322,"E043",0.867176620727842
"218","2_TssAFlnk",84153,1965,10.2658410370143,10.8737756626639,"E043",1.05921917390477
"219","3_TxFlnk",1425,29,0.173836030536586,0.160478114105473,"E043",0.923157952986611
"220","4_Tx",65036,38,7.93375444349292,0.210281666758895,"E043",0.0265046855504034
"221","5_TxWk",72063,94,8.79097955688281,0.520170438824636,"E043",0.0591709303222499
"222","6_EnhG",11678,30,1.42460151902193,0.166011842178075,"E043",0.116532124921537
"223","7_Enh",57598,201,7.02639135919038,1.11227934259311,"E043",0.158300226351364
"224","8_ZNF/Rpts",1633,6,0.199209991485084,0.0332023684356151,"E043",0.166670196550363
"225","9_Het",5266,0,0.642400376705728,0,"E043",0
"226","10_TssBiv",7719,608,0.94166415564358,3.36618314693832,"E044",3.57471729890547
"227","11_BivFlnk",22226,3621,2.71141696117816,20.0476137747758,"E044",7.39377751995205
"228","12_EnhBiv",11834,2752,1.4436654512095,15.2364079282471,"E044",10.5539742019054
"229","13_ReprPC",45007,7573,5.49054005091989,41.9278042298749,"E044",7.63637162119422
"230","14_ReprPCWk",99928,470,12.1905189461267,2.60214815635035,"E044",0.213456717293987
"231","15_Quies",285323,65,34.8074157119696,0.359871553537814,"E044",0.0103389334191237
"232","1_TssA",79896,1329,9.74675468056737,7.35798914848854,"E044",0.754916830230534
"233","2_TssAFlnk",64110,985,7.82097279677548,5.45343815745765,"E044",0.69728386725831
"234","3_TxFlnk",12660,378,1.544431689396,2.09279149595837,"E044",1.35505604445142
"235","4_Tx",66525,49,8.11558595079533,0.271287786513121,"E044",0.0334279974555054
"236","5_TxWk",73088,106,8.91622617018759,0.586867456538589,"E044",0.0658201626267453
"237","6_EnhG",8680,28,1.05889945212933,0.155021592293212,"E044",0.146398784116359
"238","7_Enh",32856,91,4.00820281096327,0.50382017495294,"E044",0.125697275989849
"239","8_ZNF/Rpts",1956,6,0.238618355802415,0.0332189126342598,"E044",0.13921356771801
"240","9_Het",7911,1,0.965086816335842,0.0055364854390433,"E044",0.00573677450083065
"241","10_TssBiv",5567,725,0.679193166831168,4.01306321266467,"E045",5.90857418573269
"242","11_BivFlnk",8797,2000,1.07326428751819,11.0705192073508,"E045",10.3148118651653
"243","12_EnhBiv",10122,2953,1.23491884940993,16.3456216096535,"E045",13.236190878019
"244","13_ReprPC",17455,5203,2.12957009646812,28.7999557179232,"E045",13.5238355223374
"245","14_ReprPCWk",73552,2870,8.97359723491397,15.8861950625484,"E045",1.77032628573292
"246","15_Quies",356531,380,43.4980095138285,2.10339864939666,"E045",0.0483562046380068
"247","1_TssA",116525,2560,14.2164511882525,14.1702645854091,"E045",0.996751186197464
"248","2_TssAFlnk",41023,859,5.0049472396111,4.75478799955718,"E045",0.950017606964152
"249","3_TxFlnk",1343,37,0.163850623864605,0.20480460533599,"E045",1.24994705851853
"250","4_Tx",51286,22,6.25706857447517,0.121775711280859,"E045",0.0194621027133418
"251","5_TxWk",94256,183,11.4995565174849,1.0129525074726,"E045",0.088086223667184
"252","6_EnhG",3692,15,0.450436711323994,0.0830288940551312,"E045",0.184329767018944
"253","7_Enh",35953,250,4.3863897839197,1.38381490091885,"E045",0.315479236704374
"254","8_ZNF/Rpts",1053,8,0.128469625412829,0.0442820768294033,"E045",0.344689078738306
"255","9_Het",2494,1,0.304276586685276,0.00553525960367541,"E045",0.0181915396908298
"256","10_TssBiv",1412,140,0.172251418756374,0.774979241627456,"E046",4.49911674006911
"257","11_BivFlnk",10848,1501,1.32335934183367,8.30888458344866,"E046",6.2786306944686
"258","12_EnhBiv",29858,5690,3.64240995837664,31.4973706061445,"E046",8.64739855372631
"259","13_ReprPC",30709,6212,3.74622437577159,34.3869360642126,"E046",9.17909143045657
"260","14_ReprPCWk",80877,937,9.86627336739325,5.18682535289233,"E046",0.525712714390635
"261","15_Quies",275481,115,33.6062274011506,0.636590091336839,"E046",0.0189426228579005
"262","1_TssA",76840,1588,9.37379533798851,8.79047882646001,"E046",0.937771575920317
"263","2_TssAFlnk",64126,1327,7.82280062264252,7.34569609742596,"E046",0.939011033486445
"264","3_TxFlnk",1471,60,0.179448893052851,0.332133960697481,"E046",1.85085544439475
"265","4_Tx",67241,26,8.20280286727857,0.143924716302242,"E046",0.0175457972879448
"266","5_TxWk",80416,132,9.8100354750089,0.730694713534459,"E046",0.0744844109275554
"267","6_EnhG",14709,52,1.79436693943874,0.287849432604484,"E046",0.160418377243687
"268","7_Enh",70987,257,8.65978148956,1.42264046498755,"E046",0.164281335124061
"269","8_ZNF/Rpts",1820,15,0.222023783382862,0.0830334901743703,"E046",0.373984664657236
"270","9_Het",12937,13,1.57819872836488,0.071962358151121,"E046",0.0455977798345325
"271","10_TssBiv",2849,349,0.347581448007964,1.93201948627104,"E047",5.55846549734947
"272","11_BivFlnk",4421,969,0.539367350524117,5.36426040744021,"E047",9.94546741145459
"273","12_EnhBiv",14618,4170,1.78341369146382,23.0845881310895,"E047",12.944045591655
